"학구ID",학구명,학구분류,시도코드,시군구코드,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,공간객체ID,데이터기준일자
Z000106094,미르초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2020-09-08,534059,2021-03-25
Z000106121,한솔초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2020-09-08,534060,2021-03-25
Z000103773,거산초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2020-09-09,534061,2021-03-25
Z000151009,신도초제한적공동(일방)통학구역,1,44,250,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534062,2021-03-25
Z000151010,용남초제한적공동(일방)통학구역,1,44,250,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2020-11-23,2020-11-23,534063,2021-03-25
Z000102492,기안초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2020-12-10,534064,2021-03-25
Z000150214,기안초와우초공동통학구역,1,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2020-12-10,534065,2021-03-25
Z000150212,광성초양산초병점초공동통학구역,1,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2020-12-10,534066,2021-03-25
Z000151019,광성초양산초공동통학구역,1,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2020-12-10,2020-12-10,534067,2021-03-25
Z000150818,안의초광역통학구역,1,48,870,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2020-01-20,2020-01-20,534068,2021-03-25
Z000150961,서림초오산초공동(일방)통학구역,1,44,210,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2020-03-24,2020-12-17,534069,2021-03-25
Z000105253,용흥초통학구역,0,47,280,8750000,경상북도교육청,8841000,경상북도문경교육지원청,2016-08-12,2016-08-12,533671,2021-03-25
Z000105212,모동초통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,533673,2021-03-25
Z000105386,매원초통학구역,0,47,850,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2016-08-12,2016-08-12,533674,2021-03-25
Z000101106,인천신흥초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2016-08-12,533675,2021-03-25
Z000102920,미양초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2016-08-12,533676,2021-03-25
Z000101874,성남양지초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,533677,2021-03-25
Z000102502,마도초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,533678,2021-03-25
Z000102972,월곶초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2016-08-12,533679,2021-03-25
Z000102932,양성초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2016-08-12,533680,2021-03-25
Z000102562,청원초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,533681,2021-03-25
Z000105159,지산초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2018-05-02,533682,2021-03-25
Z000105202,지곡초통학구역,0,47,230,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2016-08-12,2016-08-12,533683,2021-03-25
Z000105203,청통초통학구역,0,47,230,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2016-08-12,2016-08-12,533684,2021-03-25
Z000105233,함창초통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,533685,2021-03-25
Z000102655,남한산초통학구역,0,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2016-08-12,533686,2021-03-25
Z000102380,흥진초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,533687,2021-03-25
Z000102891,지석초통학구역,0,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2016-08-17,533688,2021-03-25
Z000103808,온양초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2017-04-03,533611,2021-03-25
Z000101820,청명초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,533612,2021-03-25
Z000103137,강현초통학구역,0,42,830,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2016-08-12,2017-04-03,533613,2021-03-25
Z000150119,솔뫼초의정부부용초공동통학구역,1,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2016-08-12,533614,2021-03-25
Z000103352,하남초통학구역,0,42,810,7800000,강원도교육청,7961000,강원도인제교육지원청,2016-08-12,2016-08-12,533615,2021-03-25
Z000102410,도림초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2017-02-21,533616,2021-03-25
Z000150151,고양관산초내유초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533617,2021-03-25
Z000103761,주산초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2016-08-12,533618,2021-03-25
Z000102263,일산초통학구역,0,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533619,2021-03-25
Z000102971,운유초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2016-08-12,533620,2021-03-25
Z000103968,신당초통학구역,0,44,800,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2016-08-12,2016-08-12,533621,2021-03-25
Z000102225,대곡초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533622,2021-03-25
Z000102231,목암초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533623,2021-03-25
Z000104007,모항초통학구역,0,44,825,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2016-08-12,2016-08-12,533624,2021-03-25
Z000102260,원중초통학구역,0,41,285,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533625,2021-03-25
Z000106063,성읍초통학구역,0,50,130,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2016-08-12,2016-08-12,533626,2021-03-25
Z000102226,대화초통학구역,0,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533627,2021-03-25
Z000102284,화중초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533628,2021-03-25
Z000102017,부천양지초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,533629,2021-03-25
Z000102713,영북초통학구역,0,41,650,7530000,경기도교육청,7711000,경기도포천교육지원청,2016-08-12,2016-08-12,533630,2021-03-25
Z000102027,상미초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,533631,2021-03-25
Z000101909,희망대초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,533632,2021-03-25
Z000150172,무원초신능초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533633,2021-03-25
Z000101780,수성초통학구역,0,41,111,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,533634,2021-03-25
Z000102206,가좌초통학구역,0,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533635,2021-03-25
Z000103767,청룡초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2016-08-12,533636,2021-03-25
Z000102168,안산광덕초통학구역,0,41,271,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-19,533637,2021-03-25
Z000103823,부석초간월도분교장통학구역,0,44,210,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2016-08-12,2016-08-12,533638,2021-03-25
Z000103744,낙동초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2016-08-12,533639,2021-03-25
Z000103752,미산초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2016-08-12,533640,2021-03-25
Z000102277,한수초통학구역,0,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533641,2021-03-25
Z000103731,의당초통학구역,0,44,150,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2016-08-12,2016-08-12,533642,2021-03-25
Z000150298,대월초이천사동초공동통학구역,1,41,500,7530000,경기도교육청,7741000,경기도이천교육지원청,2016-08-12,2016-08-12,533643,2021-03-25
Z000103646,병천초통학구역,0,44,131,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2016-08-12,533644,2021-03-25
Z000102727,창수초통학구역,0,41,650,7530000,경기도교육청,7711000,경기도포천교육지원청,2016-08-12,2016-08-12,533645,2021-03-25
Z000102221,내유초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533651,2021-03-25
Z000150187,성석초파주대원초능안초공동통학구역,1,41,285,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533646,2021-03-25
Z000101856,분당초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,533647,2021-03-25
Z000103803,온양신정초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2016-08-12,533648,2021-03-25
Z000150163,능곡초대곡초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533649,2021-03-25
Z000101871,성남수정초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,533650,2021-03-25
Z000102266,저동초통학구역,0,41,285,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533653,2021-03-25
Z000150624,전의초행정초공동통학구역,1,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2016-08-12,533654,2021-03-25
Z000100207,서울을지초통학구역,0,11,350,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2016-08-12,2016-08-12,533655,2021-03-25
Z000102232,무원초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533656,2021-03-25
Z000102270,지도초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533652,2021-03-25
Z000103359,광산초흘리분교장통학구역,0,42,820,7800000,강원도교육청,7971000,강원도고성교육지원청,2016-08-12,2016-08-12,533657,2021-03-25
Z000150121,오동초의정부용현초공동통학구역,1,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2016-08-12,533658,2021-03-25
Z000101768,산의초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2018-03-08,533659,2021-03-25
Z000150179,삼송초서울북한산초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533660,2021-03-25
Z000150182,상탄초황룡초공동통학구역,1,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,533661,2021-03-25
Z000103947,목면초통학구역,0,44,790,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2016-08-12,2016-08-12,533662,2021-03-25
Z000102747,연하초통학구역,0,41,820,7530000,경기도교육청,7721000,경기도가평교육지원청,2016-08-12,2016-08-12,533663,2021-03-25
Z000101985,호원초통학구역,0,41,173,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2018-10-11,533664,2021-03-25
Z000103334,해안초통학구역,0,42,800,7800000,강원도교육청,7951000,강원도양구교육지원청,2016-08-12,2016-08-12,533665,2021-03-25
Z000102547,와우초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2017-03-20,533666,2021-03-25
Z000101180,인천능허대초통학구역,0,28,185,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2016-08-12,2016-08-12,533667,2021-03-25
Z000106062,성산초통학구역,0,50,130,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2016-08-12,2016-08-12,533668,2021-03-25
Z000106067,신산초통학구역,0,50,130,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2016-08-12,2016-08-12,533669,2021-03-25
Z000106079,풍천초통학구역,0,50,130,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2016-08-12,2016-08-12,533670,2021-03-25
Z000105374,용암초통학구역,0,47,840,8750000,경상북도교육청,8931000,경상북도성주교육지원청,2016-08-12,2016-08-12,533672,2021-03-25
Z000104762,강진동초통학구역,0,46,810,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2016-08-12,2016-08-12,535089,2021-03-25
Z000100760,모라초통학구역,0,26,530,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,535090,2021-03-25
Z000104066,전주동신초통학구역,0,45,113,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2016-08-12,2016-08-12,535091,2021-03-25
Z000105904,금서초통학구역,0,48,860,9010000,경상남도교육청,9191000,경상남도산청교육지원청,2016-08-12,2016-08-12,535092,2021-03-25
Z000102257,용두초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2019-11-25,535093,2021-03-25
Z000150161,낙민초호수초공동통학구역,1,41,285,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2019-11-25,535094,2021-03-25
Z000102907,공도초통학구역,0,41,550,7530000,경기도교육청,7761000,경기도안성교육지원청,2016-08-12,2019-11-26,535095,2021-03-25
Z000101712,선암초통학구역,0,31,140,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2016-08-12,2016-08-12,535096,2021-03-25
